"SiteID"	"ID"	"PlaceName"	"NameVariants"	"TribeID"	"Tribe"	"FractionID"	"TribalFraction"	"Description"	"ExtraComments"	"SiloCount1853"	"SiloCount1854"	"SiloCount1884"	"Agha"	"Caïd"	"Cheikh"	"Chaouch"	"Sidi"	"Kadi"	"Bordj"	"AssemblyPlace"	"Dechera"	"Haouch"	"Mechta"	"Beylik"	"House"	"Gourbi"	"GourbiMulti"	"Farm"	"Garden"	"Djenan"	"WellCistern"	"TheshingFloors"	"Matmora"	"Mosque"	"Marabout"	"Cemetery"	"Market"	"Grange"	"HayStraw"	"MajorRoute"	"Path"	"Ruin"	"SmallDam"	"Fields"	"Vines"	"LemonTree"	"AlmondTree"	"OliveTree"	"FigTree"	"Terebinth"	"PomegranateTree"	"CarobTree"	"OakTree"	"ElmTree"	"PoplarTree"	"UndiffTree"	"Maquis"	"OtherPlants"	"Mountain"	"Hill"	"Plateau"	"Escarpment"	"Pass"	"Rock"	"DryHardGround"	"SandyArea"	"Cave"	"Wadi"	"Ravine"	"River"	"Stream"	"Spring"	"Fontaine"	"Depression"	"Plain"	"Prairie"	"Longitude"	"Latitude"	"LocQual"	"LonPlot"	"LatPlot"
304	304	"Mehamedia"	"Mehamedia"	21	"Mehamedia"	79	"Hannachas"	"limités à l'ouest par un olivier, à l'est par Djenan Kermoussi el Nessari"			12																			1																1																																		2.614841	36.171579
305	305	"Dra Saboun"	"Dra Saboun"	21	"Dra Saboun"	80	"Hannacha/Hannachas"	"ouest gourbi, sud mosquée et jardin, au-dessus d'un chemin/limités au sud par un térébinth et à l'ouest par Djenan el Tin"		43	18															1			1					1							1									1										1																				2.619679	36.18391
306	306	"Oulad Ben Alia"	"Oulad Ben Alia/Oulad Ben el Alia"	21	"Oulad Ben Alia"	81	"Hannacha/Hannachas"	"ouest jardin, est ravin, sud jardin au-dessous mamelon/à l'ouest et à l'est par un ruisseau, au Sud par Djenan el Tin"		57	46																		1																															1									1	1										2.564572	36.177638
307	307	"Oulad Amoud"	"Oulad Amoud/Oulad Hemouda"	21	"Oulad Oulad Hemouda"	82	"Hannacha/Hannachas"	"près de la fontaine Aïn Aloula, d'un marabou et d'un rocher/à l'ouest par el Shebar, au Sud par el Kehef el Aali et à l'est par le tremble"		77	40																								1																				1									1								1	1							2.529919	36.185246
308	308	"El Ouethia"	"El Ouethia"	22	"Ouzerane"	83	"Cheraga (Eastern)"	"limité à l'ouest par les meules, à l'est par le ruisseau"			3																												1																															1										2.915462	36.342735
309	309	"Coudiet Megaoua"	"Coudiet Megaoua"	22	"Ouzerane"	84	"El Gzaba (Western)"	"limité à l'ouest par le ruisseau, au sud par le Ma Rérabas, à l'est par le puit"			4																				1																												1	1											1									2.802271	36.349621
310	310	"Bouda"	"Bouda"	22	"Ouzerane"	84	"El Gzaba (Western)"	"par les Rérabas à l'ouest, au nord par le ruisseau, au sud par la meule."			7																		1																																										1									2.80938	36.343613
311	311	"Bou Dokhan/Smena"	"Bou Dokhan/Smena/Menia"	22	"Ouzera/Ouzerane"	85	"Beni Aïch./Beni Aïssa"	"Ali Ben Smena, sud petit jardin, est rocher, au-dessus peuplier/à l'ouest par El Gueraben, à l'est par el-Kaf, au nord par la rivière"		35	37																		1																										1							1		1						1										2.849965	36.333765
312	312	"Bou Dokhan"	"Bou Dokhan/Bou Dekhran"	22	"Ouzera/Ouzerane"	85	"Beni Aïch./Beni Aïssa"	"El Koussier, ouest rivière, est noueder en dessus chemin/à l'ouest par le ruisseau, au sud par les meules, à l'est la route."		7	8																					1																																																2.82843	36.32349
313	313	"Ras el Oued"	"Ras el Oued"	22	"Ouzera/Ouzerane"	85	"Beni Aïch./Beni Aïssa"	"Ali Ben Miloud en dessus chemin, nord gourbi/Achour ben Pesshar, en dessus Kormous, ouest gourbi, nord rivière/à l'ouest par les gourbis, au nord le chemin et au sud les meules/à l'ouest par le ruisseau, à l'est la route au sud le gourbi"		34	14															1	1												1		1																			1								1		1										2.871195	36.288221
314	314	"Ras el Oued/ Sidi Moussa"	"Ras el Oued/ Sidi Moussa/Haouch Sidi Moussa"	22	"Ouzera/Ouzerane"	85	"Beni Aïch./Beni Aïssa"	"Si Mohamed ben Sidi Moussa, en dessous rocher, ouest rocher, est rivière, nord gourbi/à l'ouest par la montagne, à l'est par la rivière au sud le gourbi"		15	10						1					1				1																																	1	1				1				1		1										2.947244	36.344168
315	315	"Haouch Metmer"	"Haouch Metmer"	22	"Ouzeras/ne"	85	"Beni Aïssa"	"à l'ouest par un ruisseau, à l'est par le haouche et au sud par les meules"			16											1											1						1																															1	1									2.858375	36.360992
316	316	"Aïn Aïssa"	"Aïn Aïssa"	23	"Aouaras"	86	"Oulad Beghti Ben Amar/Oulad Amran"	"au sud un arbre, est un rocher, nord une ?amandier"		51	64																																				1									1								1								1								2.829343	36.175563
317	317	"Aïn Ameza"	"Aïn Ameza/Aïn Hem'da"	23	"Aouaras"	86	"Oulad Beghti Ben Amar/Oulad Amran"	"au nord un grand arbre, ouest idem, près d'un cimetère, au sud une source au-dessous un arbre"		40	35																									1																				1																1								2.836176	36.193048
318	318	"Haouch Embouch"	"Haouch Embouch"	23	"Aouaras"	86	"Oulad Amran"				34																																																																					2.859168	36.185343
319	319	"Oued Bekhreth"	"Oued Bekhreth"	23	"Aouaras"	86	"Oulad Amran"				35																																																									1												2.841046	36.181724
320	320	"Sidi Anan"	"Sidi Anan"	23	"Aouaras"	87	"El Ouatha"				25						1																																																															2.878721	36.160285
321	321	"Ouad Sehari"	"Ouad Sehari/Ouad Saary"	23	"Aouaras"	87	"El Ouatha/Oulad Saoud"	"ouest rivière, est rocher, sud gourbi, nord rivière"		30	20															1																																						1						1										2.845992	36.165911
322	322	"Sidi Sliman"	"Sidi Sliman/El Aouche"	23	"Aouaras"	87	"El Ouatha/Oulad Saoud"	"de l'ouest un lieu appelé Sidi Sliman, de l'est un gourbi, du sud gourbi, du nord rivière"		53	61						1									1	1																																											1										2.821227	36.15059
323	323	"Oulad el Arbi"	"Oulad el Arbi/Ouled el Arbi"	23	"Aouaras"	87	"El Ouatha/Oulad Saoud"	"ouest jardin, est grenadier et figuier, sud petit jardin près de la rivière, nord mamelon"		3	50																																						1		1									1										1										2.846101	36.150108
324	324	"Baza Haouch"	"Baza Haouch"	23	"Aouaras"	87	"El Ouatha"	"au milieu du haouch"			9											1																																																										2.850972	36.154141
325	325	"Oulad Khraled Bessouber"	"Oulad Khraled Bessouber"	23	"Aouaras"	88	"Oulad Saoud"	"dans la maison du Cheikh/dans la mechta de Mohamed ben Tekhran"			72				1								1		1																																																							2.786138	36.197656
326	326	"(près de la ferme)"	"(près de la ferme)/chez le Cheikh"	23	"Aouaras"	89	"Oulad Taouti/Oulad Salah et Oulad Tabet"	"en venant de l'ouest un amandier et un grenadier, de l'est un rocher, du sud une grange, du nord une vigne/dans la maison du Cheikh"		22	9				1										1			1										1							1		1				1													1																2.752444	36.134353
327	327	"Zaouïa Si Hamed ben Amuer"	"Zaouïa Si Hamed ben Amuer/Ezzaouïa"	23	"Aouaras"	89	"Oulad M. ben Saad ben Ramdan/Oulad Salah et Oulad Tabet"	"dans le gourbi d'hiver, en venant du sud une mosquée, en venant de l'est une amandier, de l'ouest une rivière"		22	26						1									1			1					1													1																							1										2.779793	36.163234
328	328	"Oulad Touati"	"Oulad Touati"	23	"Aouaras"	89	"Oulad Salah et Oulad Tabet"				34																																																																					2.807453	36.124257
329	329	"Mecheta ben il Kbaïl Ali"	"Mecheta ben il Kbaïl Ali/El Mechta"	23	"Aouaras"	89	"Oulad Taouti/Oulad Salah et Oulad Tabet"	"de l'est un ravin, du sud une rivière, de l'ouest un ravin, du nord un rocher/chez Bou Kebaïli"		38	39												1																																									1					1	1										2.785806	36.14796
330	330	"Ghera Oulad Tabet"	"Ghera Oulad Tabet/Dra Oulad Tabet"	23	"Aouaras"	89	"Oulad Taouti/Oulad Salah et Oulad Tabet"	"de l'ouest un jardin, de l'est un gourbi, du sud une rivière, du nord un gourbi"		31	42															1	1		1																																									1										2.77582	36.129176
331	331	"Mechta Oued Bachir"	"Mechta Oued Bachir"	23	"Aouaras"	89	"Oulad Salah et Oulad Tabet"				18												1																																													1												2.771313	36.168082
332	332	"dans leurs maisons"	"dans leurs maisons"	23	"Aouaras"	91	"uncertain (?M. Nasseria)/M. Nasseria"	"toute cette fraction a son graine enfermé dans le leurs maisons"																	1		1																																																					2.770619	36.216421
333	333	"Mebdoua"	"Mebdoua/Mebdoue"	24	"Righas"	92	"Oulad Messaoud/Oulad Massaoud"	"au milieu d'une rocher appellé Sià"		39	21																																																					1																2.643606	36.173842
334	334	"Khrenachi"	"Khrenachi"	24	"Righas"	92	"Oulad Massaoud"				18																																																																					2.671045	36.17922
335	335	"Moul Baghâ"	"Moul Baghâ/Begaâ"	24	"Righas"	92	"Oulad Messaoud/Oulad Massaoud"	"sous des arbres"		7	29																																													1																								2.679837	36.202052
336	336	"Lgahla"	"Lgahla/Lakhrela"	24	"Righas"	92	"Oulad Messaoud/Oulad Massaoud"	"près d'oliviers sauvages"		13	35																																					1																																2.666562	36.172976
337	337	"Gkar"	"Gkar/Om el Guedan"	24	"Righas"	93	"Oulad Sidi Ahmed ben Youssef"	"entre des figuiers de Barbarci et des gourbis"		7	40															1	1																						1																															2.597899	36.146332
338	338	"Lkhlet"	"Lkhlet/Om el Khrelat"	24	"Righas"	93	"Oulad Sidi Ahmed ben Youssef"	"entre des jardins et des gourbis"		10	16															1	1		1																																																			2.592741	36.152713
339	339	"Ehkar"	"Ehkar/Dekara"	24	"Righas"	93	"Oulad Sidi Ahmed ben Youssef"	"près des gourbis"		16	29															1	1																																																					2.637124	36.149327
340	340	"Fritess"	"Fritess"	24	"Righas"	93	"Oulad Sidi Ahmed ben Youssef"				18																																																																					2.620858	36.123653
341	341	"Dra bou Rehal"	"Dra bou Rehal"	24	"Righas"	94	"Oulad Beni Aïssa"				31																																																	1																				2.721368	36.075171
342	342	"Dra Seulel"	"Dra Seulel/Dra bou Selal"	24	"Righas"	94	"Oulad Ben Aïssa/Oulad Beni Aïssa"	"entre un arbre et une meule de paille"		30	35																												1																	1				1																				2.729778	36.118504
343	343	"Bou Addi"	"Bou Addi"	24	"Righas"	94	"Oulad Beni Aïssa"				15																																																																					2.744392	36.120522
344	344	"Chaïba"	"Chaïba"	24	"Righas"	94	"Oulad Beni Aïssa"				12																																																																					2.73936	36.079269
345	345	"Souïza"	"Souïza"	24	"Righas"	95	"Ouatha"				33																																																																					2.688581	36.108842
346	346	"Zeboudja"	"Zeboudja"	24	"Righas"	95	"Ouatha"				4																																																																					2.666884	36.10473
347	347	"Ghar b. Kran"	"Ghar b. Kran/Caadet bou Kara"	24	"Righas"	95	"Ouanid/Ouatha"	"entre la source et le gourbi"		30	31															1																																														1								2.697308	36.10467
348	348	"Bou Achera"	"Bou Achera"	24	"Righas"	96	"Oulad Bou Achera"	"près d'un jardin et des gourbis"		9	19																																																																					2.668773	36.08049
349	349	"Teferaouat"	"Teferaouat"	24	"Righas"	96	"Oulad Bou Achera"				4																																																																					2.67564	36.080411
350	350	"Caadet Hemouda"	"Caadet Hemouda"	24	"Righas"	96	"Oulad Bou Achera"				9																																																																					2.702428	36.087193
351	351	"Sidi Rabah"	"Sidi Rabah"	24	"Righas"	96	"Oulad Bou Achera"				20						1																																																															2.655129	36.069864
352	352	"Abdelak"	"Abdelak/Abdel Haq"	24	"Righas"	97	"Oulad Laouar/Oulad El Aouar"	"près des oliviers"		26	40																																					1																																2.596775	36.113257
353	353	"Omm el Ghrob"	"Omm el Ghrob/Om el Khrouab"	24	"Righas"	97	"Oulad Laouar/Oulad El Aouar"	"près d'un jardin de figuiers de Barbarci"		28	19																		1																				1																															2.606717	36.088953
354	354	"Om el Kelem"	"Om el Kelem"	24	"Righas"	97	"Oulad El Aouar"				8																																																																					2.61632	36.095463
355	355	"Gadet bou Sidel"	"Gadet bou Sidel/Bou Sidah"	24	"Righas"	97	"Oulad Laouar/Oulad El Aouar"	"près des gourbis"		10	40															1	1																																																					2.63737	36.094345
356	356	"El Ababda"	"El Ababda"	24	"Righas"	97	"Oulad El Aouar"	"auprès de la mosquée"			10																							1																																														2.649701	36.088904
357	357	"Sidi Lassen"	"Sidi Lassen/Si Lehessen"	24	"Righas"	98	"Senadja/Sennemadj"	"entre un grenadier et des gourbis"		10	20						1									1	1																								1																													2.672817	36.138499
358	358	"Si Mezzoug"	"Si Mezzoug"	24	"Righas"	98	"Sennemadj"				5						1																																																															2.658014	36.135014
359	359	"Aïn Djenan"	"Aïn Djenan"	24	"Righas"	98	"Sennemadj"				20																			1																																										1								2.653202	36.150828
360	360	"Djenan bou Khaour"	"Djenan bou Khaour"	24	"Righas"	98	"Sennemadj"				12																			1																																																		2.678775	36.134952
361	361	"Hemid"	"Hemid/S. el Hemida"	24	"Righas"	98	"Senadja/Sennemadj"	"entre des gourbis et la source"		11	20															1	1																																													1								2.643782	36.142997
362	362	"Tlemassi"	"Tlemassi/Telamass"	24	"Righas"	99	"Oulad Aïssa"	"au milieu des peupliers"		19	26																																												1																									2.736845	36.196906
363	363	"Guemana"	"Guemana/Akemam"	24	"Righas"	99	"Oulad Aïssa"	"près de meules de paille/près les meules de paille"		20	18																																																																					2.721213	36.193949
364	364	"Laka"	"Laka"	24	"Righas"	99	"Oulad Aïssa"				12																																																																					2.726015	36.188483
365	365	"Aïn el Djenen"	"Aïn el Djenen/Aïn el Djenan"	24	"Righas"	99	"Oulad Aïssa"	"entre la source et la ferme"		15	11																	1		1																																										1								2.730136	36.183574
366	366	"Ben Achour"	"Ben Achour"	24	"Righas"	99	"Oulad Aïssa"	"près de la mosquée"		17	20																							1																																														2.745205	36.178332
367	367	"Galazoun"	"Galazoun/Azoun"	24	"Righas"	100	"El Afaïr/Hefaïr"	"au milieu des gourbis"		14	40															1	1																																																					2.751434	36.231668
368	368	"Doueli Akrot"	"Doueli Akrot/Doulem Akrout"	24	"Righas"	100	"El Afaïr/Hefaïr"	"entre un peuplier et des gourbis"		7	10															1	1																												1																									2.733815	36.229327
369	369	"Aïn el Beda"	"Aïn el Beda/Aïn el Bida"	24	"Righas"	101	"Oulad Ben Adi/Beni Madi"	"entre des arbres et des gourbis"		9	15															1	1																													1																1								2.695607	36.132525
370	370	"Niadem"	"Niadem"	24	"Righas"	101	"Beni Madi"				18																																																																					2.715783	36.118924
371	371	"S. el Khreton"	"S. el Khreton"	24	"Righas"	101	"Beni Madi"				10						1																																																															2.694113	36.113617
372	372	"Loutïa"	"Loutïa/El Ouithia"	24	"Righas"	101	"Oulad Ben Adi/Beni Madi"	"près d'oliviers sauvages/près d'un gros chêne"		19	20																																					1					1																											2.72718	36.128206
373	373	"Dra el Arar"	"Dra el Arar"	24	"Righas"	101	"Beni Madi"				8																																																	1																				2.698378	36.123902
374	374	"Rabta"	"Rabta/Rabetha"	25	"Mouzaïa"	102	"Zdina/Zina"	"ouest ravin, est rivière, au-dessus caroubier, au-dessous jardin"		14	11																		1																							1																	1	1										2.72924	36.42933
375	375	"Bethmaïa"	"Bethmaïa"	25	"Mouzaïa"	103	"Tadnaret"				6																																																																					2.767427	36.396355
376	376	"Taga"	"Taga"	25	"Mouzaïa"	104	"Beni Atali/Beni Ottly"	"est jardin, au dessus Aïn el Kerouech, ouest noueder, au-dessous Marabout Sidi Otman"		6	6						1												1			1																																								1								2.764455	36.35582
377	377	"Mehta Oulad Slaa"	"Mehta Oulad Slaa/Mechta Oulad Salah"	25	"Mouzaïa"	104	"Beni Atali/Beni Ottly"	"en-dessus jardin, ouest jardin, au-dessous gourbi, est lemonnier"		5	4												1			1			1																	1																																		2.740169	36.353128
378	378	"Gelib"	"Gelib/Guelib"	25	"Mouzaïa"	105	"Bou Alaoum/Bou Allaboum"	"au-dessus chênes verts, est jardin, au-dessous ravin"		10	11																		1																								1																1											2.713018	36.306739
379	379	"Tola an Beran"	"Tola an Beran/Aïn Talabran"	25	"Mouzaïa"	105	"Bou Alaoum/Bou Allaboum"	"ouest chemin, est source, sud lieu appelé el Frid n Verrous"		8	6																														1																															1								2.728886	36.318353
380	380	"Coudiet el Amra"	"Coudiet el Amra/Kria el Amera"	25	"Mouzaïa"	105	"Bou Alaoum/Bou Allaboum"	"Oued el Gheloure en venant de l'ouest, en dessous il Messen, sud Dar el Couscous, nord la rivière Timelaïn"		14	6														1																																		1	1										1										2.675982	36.309866
381	381	"Griouga"	"Griouga/Agueri Ongar"	25	"Mouzaïa"	105	"Bou Alaoum/Bou Allaboum"	"est ravin, sud marabout Sidi Ghlifa, ouest ravin, nord lieu applé Ghrem el Margre"		4	6						1																		1																																		1											2.719391	36.327762
382	382	"Tazmouret"	"Tazmouret/Tazemourt"	25	"Mouzaïa"	106	"Oulad Hessin/Oulad Si Ameur"	"en-dessous jardin, au-dessous mamelon, ouest lieu appelé Ghem Sokma, est ravin"		13	9																																																																					2.722915	36.360832
383	383	"El Hedjadj"	"El Hedjadj"	25	"Mouzaïa"	106	"Oulad Hessin"				19																																																																					2.688964	36.350983
384	384	"Oulad Si Ameur"	"Oulad Si Ameur"	25	"Mouzaïa"	107	"Oulad Si Ameur"				6																																																																					2.6666	36.456273
385	385	"Ghiem el Hadj Ameur ben Haich"	"Ghiem el Hadj Ameur ben Haich/Ameur ben Aïch"	25	"Mouzaïa"	107	"Oulad Si Ameur"	"entouré de haies"		6	5																												1																																									2.679766	36.446612
386	386	"Coudet Zgrar"	"Coudet Zgrar/Keriat Zeguera"	25	"Mouzaïa"	108	"El Achour/Hechem"	"est lieu appelé El Madgel, nord Aïn Tolba, ouest Marabout de Sidi ben Abdallah, sud peupliers"		10	3						1																		1																				1				1	1												1								2.680044	36.397092
387	387	"Zärif"	"Zärif/Zerif"	25	"Mouzaïa"	108	"El Achour/Hechem"	"sud Oued Sidi Moussa"		6	2																																																											1										2.682959	36.385428
388	388	"Kriam ben Hiara"	"Kriam ben Hiara"	25	"Mouzaïa"	109	"Chemama"				3																																																																					2.725031	36.375729
389	389	"Dra Aril"	"Dra Aril"	25	"Mouzaïa"	109	"Chemama"				5																																																	1																				2.724303	36.373833
390	390	"Dra el Halhal"	"Dra el Halhal/Dra el Helhal"	25	"Mouzaïa"	109	"Chemema/Chemama"	"Ben Amera"		17	9																																																	1																				2.730706	36.370516
391	391	"Talaoualen"	"Talaoualen"	25	"Mouzaïa"	109	"Chemama"				11																																																																					2.681083	36.367684
392	392	"Landgosa"	"Landgosa/Lendjassa"	25	"Mouzaïa"	110	"El Ksaimia/Guessaïmia"	"ouest Cheubet el Kbour, au-dessous chemin, est arbre (ormes), sud lieu appelé Enta Achoucht"		24	12																														1													1																										2.689533	36.404641
393	393	"Mehta el Hadj Mohamed bin Abrahim"	"Mehta el Hadj Mohamed bin Abrahim/Si Mohammed ben Matmor"	25	"Mouzaïa"	110	"El Ksaimia/Guessaïmia"	"est rivière, ouest ruisseau, au-dessus olivier suavage, en dessous idem"		13	8												1																									1																						1	1									2.704221	36.443003
394	394	"Elakarech"	"Elakarech/El Khereseb"	25	"Mouzaïa"	110	"El Ksaimia/Guessaïmia"	"ruisseau, sud Sidi Mehomer"		15	11						1																																																						1									2.713155	36.41952
395	395	"Barone"	"Barone/Dra Berouleh"	25	"Mouzaïa"	111	"Ouenfouf/Anfouf"	"est ravin, nord chemin, ouest lieu appelé Mazer Sadjel, sud Aïn"		15	8																														1																												1			1								2.724732	36.417857
396	396	"Bel Aadam"	"Bel Aadam"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				30																																																																					3.005621	36.188041
397	397	"El Djema"	"El Djema"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"au nord d'un jardin, à l'ouest de figuiers et à l'est d'un rocher"		16	32									1									1																				1															1																2.912491	36.160981
398	398	"Setalaïa"	"Setalaïa"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				28																																																																					2.95516	36.177543
399	399	"Chaabet el Behaïl"	"Chaabet el Behaïl"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				16																																																										1											2.920417	36.141764
400	400	"Taïch"	"Taïch"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				18																																																																					2.999955	36.178413
401	401	"Sestan"	"Sestan"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				92																																																																					3.029042	36.195563
402	402	"S. Kara Hessen"	"S. Kara Hessen"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				7						1																																																															2.974267	36.18712
403	403	"Aïn Ameur"	"Aïn Ameur"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"en venant du sud on trouve des gourbis et de l'est des rochers"		25	18															1	1																																					1								1								2.98261	36.189587
404	404	"Djeraf"	"Djeraf"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				14																																																																					2.934997	36.153653
405	405	"Machem"	"Machem/El Mechessem"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"à l'est une ferme et au-dessous se trouve un ravin"		15	18																	1																																									1											2.921278	36.135297
406	406	"Em Naoury"	"Em Naoury/Naouri"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"au pied d'un fort mamelon au-dessus de gourbi et près d'un chemin (à l'est)"		17	66															1															1																			1																				2.98196	36.189238
407	407	"El Djebel"	"El Djebel"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"au pied d'un mamelon, à l'est du ravin"		10	44																																																1	1									1											3.071019	36.202552
408	408	"El Biad"	"El Biad"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				46																																																																					2.965214	36.163063
409	409	"Sidi Bongor"	"Sidi Bongor/Sid Bezor"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"près d'un marabout, à l'est un jardin et des gourbis"		15	26						1									1	1		1						1																																													3.026434	36.189414
410	410	"El Khreliss"	"El Khreliss"	26	"Hassen Ben Ali"	112	"Oulad Ferdjan"				33																																																																					2.979749	36.197195
411	411	"Tizi Mouaratts"	"Tizi Mouaratts/Tiz Moherats"	26	"Hassen Ben Ali"	112	"Oulad Fergan/Oulad Ferdjan"	"au milieu de grands arbres au-dessous d'un gourbi, à l'est d'une rivière"		15	28															1																														1														1										3.049821	36.195054
412	412	"Hamidia"	"Hamidia"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"limité à l'est par le chemin, à l'ouest par le mechta, au sud par les meules"			140																																																																					2.936638	36.216625
413	413	"Betherabin"	"Betherabin/Bederabin"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"il y a deux arbres, au-dessous un ravin et au-dessus des broussailles"		20	130																																													1	1												1											3.088396	36.20376
414	414	"Dra el Ameur"	"Dra el Ameur/Draa el Hemour"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"à l'ouest de ravin et d'un gourbi"		11	29															1																																		1									1											2.95791	36.257985
415	415	"El Gouïa"	"El Gouïa/Gouïa"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"près du gourbi, lieu appelé Aïn el Djema, à l'est d'un chemin"		22	47									1						1															1																															1								2.951774	36.224064
416	416	"Mechta Mansour"	"Mechta Mansour"	26	"Hassen Ben Ali"	113	"Oulad Drif"				14												1																																																									2.917732	36.298149
417	417	"Mechta Sams"	"Mechta Sams"	26	"Hassen Ben Ali"	113	"Oulad Drif"				21												1																																																									2.962073	36.244618
418	418	"Mechta Lebiod"	"Mechta Lebiod"	26	"Hassen Ben Ali"	113	"Oulad Drif"				13												1																																																									3.004895	36.218548
419	419	"Aïn Semïa"	"Aïn Semïa"	26	"Hassen Ben Ali"	113	"Oulad Drif"				32																																																													1								2.935143	36.225526
420	420	"Aïn Aïet"	"Aïn Aïet/Aïn Aïad"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"une mosquée, au-dessous un ravin"		12	70																							1																																			1			1								2.948994	36.307544
421	421	"Khrel Khroul"	"Khrel Khroul"	26	"Hassen Ben Ali"	113	"Oulad Drif"				20																																																																					2.984398	36.24366
422	422	"El Amdia"	"El Amdia/Bel Hamdia"	26	"Hassen Ben Ali"	113	"Oulad Drif"	"près d'un chêne vert au pied d'un petit mamelon"		15	11																																										1							1																				2.991499	36.214747
423	423	"Chaabet Daha"	"Chaabet Daha"	26	"Hassen Ben Ali"	113	"Oulad Drif"				60																																																										1											2.993762	36.214602
424	424	"Bou Zouïchin"	"Bou Zouïchin"	26	"Hassen Ben Ali"	114	"Oulad Brahim"				13																																																																					2.90976	36.290323
425	425	"Tesfaïn"	"Tesfaïn/Tassefaïn"	26	"Hassen Ben Ali"	114	"Oulad Brahim"	"entre deux ravins au-dessus et au-dessous de gourbis"		16	50															1	1																																										1											2.921441	36.270439
426	426	"El Houara"	"El Houara"	26	"Hassen Ben Ali"	114	"Oulad Brahim"				21																																																																					2.934053	36.269128
427	427	"El Gherghour"	"El Gherghour/Guergour"	26	"Hassen Ben Ali"	113	"Oulad Drif/Oulad Maïza"	"dans un jardin au-dessus d'un ravin et au pied d'un petit rocher"		25	26																		1																																								1											2.992084	36.247259
428	428	"Ras el Oued"	"Ras el Oued"	26	"Hassen Ben Ali"	115	"Oulad Maïza"				16																																																	1								1		1										2.931026	36.302464
429	429	"Mechta el Hadja"	"Mechta el Hadja"	26	"Hassen Ben Ali"	116	"Oulad Melal"				23												1																																																									2.929795	36.1773
430	430	"Aïn Blelel"	"Aïn Blelel/Aïn Belal"	26	"Hassen Ben Ali"	116	"Oulad Melal"	"au milieu des gourbis, au-dessus d'une ?ravin?, près d'un chêne vert"		14	5															1	1																										1											1								1								2.884285	36.200987
431	431	"Marset"	"Marset/Mersit"	26	"Hassen Ben Ali"	116	"Oulad Melal"	"à la tête de la rivière, près d'un grange/dans les arbres, au-dessous d'un ravin, au nord d'un jardin"		50	26																		1									1																		1													1	1										2.915901	36.168098
432	432	"Aouch el Egeb"	"Aouch el Egeb/Ouch el Agab"	26	"Hassen Ben Ali"	117	"El Kraba/Keraba"	"au-dessous d'un rocher"		15	27											1																																										1																2.880456	36.273127
433	433	"Aouch el Ghedes"	"Aouch el Ghedes/Tegas"	26	"Hassen Ben Ali"	117	"El Kraba/Keraba"	"au milieu des gourbis"		16	16											1				1	1																																																					2.876027	36.262118
434	434	"Zaouïa"	"Zaouïa"	26	"Hassen Ben Ali"	117	"Keraba"				29																																																																					2.904441	36.225175
435	435	"Melouan"	"Melouan"	26	"Hassen Ben Ali"	117	"Keraba"				18																																																																					2.862709	36.227022
436	436	"Haouch ben Yhia"	"Haouch ben Yhia"	26	"Hassen Ben Ali"	117	"Keraba"				21																																																																					2.81514	36.235012
437	437	"Dar Chaoura"	"Dar Chaoura"	26	"Hassen Ben Ali"	117	"Keraba"				6														1																																																							2.892815	36.234023
438	438	"Haouch Hozza"	"Haouch Hozza"	26	"Hassen Ben Ali"	117	"Keraba"				21																																																																					2.854714	36.257615
439	439	"Mechta ben Medjeber"	"Mechta ben Medjeber/Haouch Medjebeur"	26	"Hassen Ben Ali"	117	"El Kraba/Keraba"	"au pied d'un rocher et près des gourbis"		25	33												1			1	1																																					1																2.8269	36.278753
440	440	"Kef el Abous"	"Kef el Abous/Kaf el Hebour"	26	"Hassen Ben Ali"	117	"El Kraba/Keraba"	"au pied des gourbis et d'un rocher"		12	13															1	1																																			1		1																2.863642	36.198133
441	441	"Aouch ben Chaben"	"Aouch ben Chaben/Habuh ben Chaben"	26	"Hassen Ben Ali"	117	"El Kraba/Keraba"	"au nord de gourbi au-dessus d'un jardin et au-dessous d'un rocher"		10	28											1				1			1																																			1																2.851821	36.23724
