"SRID"	"Year"	"Tribe"	"TribeID"	"TribalFraction"	"FractionID"	"Leader"	"PlaceName"	"SiteID"	"SiloCount"	"Observations"	"Source"	"OtherComments"
685	1853	"Righas"	24	"Oulad Laouar"	97	"Ben Brahim"	"Gadet bou Sidel"	355	10	"près des gourbis"	"ANOM GGA 50II 240"	
657	1853	"Righas"	24	"Senadja"	98	"Bou Amera"	"Sidi Lassen"	357	10	"entre un grenadier et des gourbis"	"ANOM GGA 50II 240"	
658	1853	"Righas"	24	"Senadja"	98	"Bou Amera"	"Hemid"	361	11	"entre des gourbis et la source"	"ANOM GGA 50II 240"	
650	1853	"Righas"	24	"Oulad Aïssa"	99	"Caid Mohamed bel Arbi"	"Aïn el Djenen"	365	15	"entre la source et la ferme"	"ANOM GGA 50II 240"	
651	1853	"Righas"	24	"Oulad Aïssa"	99	"Caid Mohamed bel Arbi"	"Battaya"	572	16	"près du lieu appelé Aïn Djemen"	"ANOM GGA 50II 240"	
652	1853	"Righas"	24	"Oulad Aïssa"	99	"Caid Mohamed bel Arbi"	"Guemana"	363	20	"près de meules de paille"	"ANOM GGA 50II 240"	
653	1853	"Righas"	24	"Oulad Aïssa"	99	"Caid Mohamed bel Arbi"	"Tlemassi"	362	19	"au milieu des peupliers"	"ANOM GGA 50II 240"	
654	1853	"Righas"	24	"Oulad Aïssa"	99	"Caid Mohamed bel Arbi"	"Ben Achour"	366	17	"près de la mosquée"	"ANOM GGA 50II 240"	
655	1853	"Righas"	24	"El Afaïr"	100	"Berkani"	"Galazoun"	367	14	"au milieu des gourbis"	"ANOM GGA 50II 240"	
656	1853	"Righas"	24	"El Afaïr"	100	"Berkani"	"Doueli Akrot"	368	7	"entre un peuplier et des gourbis"	"ANOM GGA 50II 240"	
659	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"El Gaad"	574	16	"entre un figuier et des gourbi"	"ANOM GGA 50II 240"	
660	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"Aïn el Beda"	369	9	"entre des arbres et des gourbis"	"ANOM GGA 50II 240"	
661	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"Beni el Djenininat"	575	6		"ANOM GGA 50II 240"	
662	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"El Mechta"	576	7	"au milieu d'un bouquet de chênes verts"	"ANOM GGA 50II 240"	
663	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"Loutïa"	372	19	"près d'oliviers sauvages"	"ANOM GGA 50II 240"	
664	1853	"Righas"	24	"Oulad Ben Adi"	101	"Bou Baya"	"Lolhcem"	577	24	"entre des gourbis et des chênes verts"	"ANOM GGA 50II 240"	
511	1853	"Mouzaïa"	25	"Zdina"	102	"Taïa ben Zian"	"Rabta"	374	14	"ouest ravin, est rivière, au-dessus Caranbier, au-dessous jardin"	"ANOM GGA 50II 240"	
508	1853	"Mouzaïa"	25	"Tadinart"	103	"Saïd ben Raba"	"Baziz"	485	13	"au-dessus le marabout, au-dessous chemin, en vnant de l'ouest ?? El Aïn Ilabib, est jardin"	"ANOM GGA 50II 240"	
509	1853	"Mouzaïa"	25	"Beni Atali"	104	"Mohamed ben el Arbi"	"Taga"	376	6	"est jardin, au dessus Aïn el Kerouech, ouest noueder, au-dessous Marabout Sidi Otman"	"ANOM GGA 50II 240"	
510	1853	"Mouzaïa"	25	"Beni Atali"	104	"Mohamed ben el Arbi"	"Mehta Oulad Slaa"	377	5	"en-dessus jardin, ouest jardin, au-dessous gourbi, est lemonnier"	"ANOM GGA 50II 240"	"Looks like a small mistake in listing, so have assigned to Atali which matches 1854."
512	1853	"Mouzaïa"	25	"Bou Alaoum"	105	"Amed ben El Daourai"	"Gelib"	378	10	"au-dessus chênes verts, est jardin, au-dessous ravin"	"ANOM GGA 50II 240"	
513	1853	"Mouzaïa"	25	"Bou Alaoum"	105	"Amed ben El Daourai"	"El Fers el Kbir"	487	4	"au milieu des maisons, au-dessus chênes verts, en dessous jardin, ouest cherbet sandal, est vigne"	"ANOM GGA 50II 240"	
514	1853	"Mouzaïa"	25	"Bou Alaoum"	105	"Amed ben El Daourai"	"Griouga"	381	4	"est ravin, sud marabout Sidi Ghlifa, ouest ravin, nord lieu applé Ghrem el Margre"	"ANOM GGA 50II 240"	
515	1853	"Mouzaïa"	25	"Bou Alaoum"	105	"Amed ben El Daourai"	"Coudiet el Amra"	380	14	"Oued el Gheloure en venant de l'ouest, en dessous il Messen, sud Dar el Couscous, nord la rivière Timelaïn"	"ANOM GGA 50II 240"	
516	1853	"Mouzaïa"	25	"Bou Alaoum"	105	"Amed ben El Daourai"	"Tola an Beran"	379	8	"ouest chemin, est source, sud lieu appelé el Frid n Verrous"	"ANOM GGA 50II 240"	
535	1853	"Mouzaïa"	25	"Oulad Eussen"	106	"Eussen ben ?Gonion"	"Djessen Sba"	495	6	"est jardin, en dessous l'on appelé Gnotisj, ouest gourbi, au dessus mamelon"	"ANOM GGA 50II 240"	
536	1853	"Mouzaïa"	25	"Oulad Eussen"	106	"Eussen ben ?Gonion"	"Tessa"	496	12	"en dessous jardin, est olivier sauvage, au-dessus chemin, ouest ruisseau"	"ANOM GGA 50II 240"	
531	1853	"Mouzaïa"	25	"Oulad Si Ameur"	107	"Dgeloul ben Eleulali"	"Ben Etratan"	721	7	"le gourbi du cheikh en-dessous ravine"	"ANOM GGA 50II 240"	
532	1853	"Mouzaïa"	25	"Oulad Si Ameur"	107	"Dgeloul ben Eleulali"	"Ghiem el Hadj Ameur ben Haich"	385	6	"entouré de haies"	"ANOM GGA 50II 240"	
533	1853	"Mouzaïa"	25	"Oulad Si Ameur"	107	"Dgeloul ben Eleulali"	"Tazemourt"	382	13	"en-dessous jardin, au-dessous mamelon, ouest lieu appelé Ghem Sokma, est ravin"	"ANOM GGA 50II 240"	
534	1853	"Mouzaïa"	25	"Oulad Si Ameur"	107	"Dgeloul ben Eleulali"	"Mechta el Hadj Mohamed ben Brahim"	722	13	"est rivière, ouest ruisseau, au-dessus olivier sauvage, en-dessous olivier sauvage"	"ANOM GGA 50II 240"	
537	1853	"Mouzaïa"	25	"El Fkaïlia (Oulad Si Ameur?)"	107	"El Arbi"	"Tamentkourt"	497	18	"au-dessous d'un petit mamelon, en dessous chemin, est Ghrem Seknen"	"ANOM GGA 50II 240"	
518	1853	"Mouzaïa"	25	"El Achour"	108	"Ali ben Bouda"	"Coudet Zgrar"	386	10	"est lieu appelé El Madgel, nord Aïn Tolba, ouest Marabout de Sidi ben Abdallah, sud peupliers"	"ANOM GGA 50II 240"	
519	1853	"Mouzaïa"	25	"El Achour"	108	"Ali ben Bouda"	"Zärif"	387	6	"sud Oued Sidi Moussa"	"ANOM GGA 50II 240"	
520	1853	"Mouzaïa"	25	"Chemema"	109	"Mohamed bel Acherui"	"Dra el Halhal"	390	17	"Ben Amera"	"ANOM GGA 50II 240"	
521	1853	"Mouzaïa"	25	"Chemema"	109	"Mohamed bel Acherui"	"El Anadeke"	488	11	"est Al Fith, nord Lourzaïa, ouest Sidi Amed ben Ali, sud Sagio"	"ANOM GGA 50II 240"	
522	1853	"Mouzaïa"	25	"Chemema"	109	"Mohamed bel Acherui"	"El Ghereb"	489	9	"est Oued El Kbir, nord Khian ben Firaa, ouest arbres Karoubies, sud Coudet Brahim."	"ANOM GGA 50II 240"	
523	1853	"Mouzaïa"	25	"Chemema"	109	"Mohamed bel Acherui"	"Eghil"	490	9	"El Kbera, sud pierres Sifoun"	"ANOM GGA 50II 240"	
524	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Landgosa"	392	24	"ouest Cheubet el Kbour, au-dessous chemin, est arbre (ormes), sud lieu appelé Enta Achoucht"	"ANOM GGA 50II 240"	
525	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Tala Oulmath"	491	17	"en dessous lieu appelé Magram Chaob, ouest ravin, est rivière, sud olivier sauvage"	"ANOM GGA 50II 240"	
526	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Elakarech"	394	15	"ruisseau, sud Sidi Mehomer"	"ANOM GGA 50II 240"	
527	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Oulad Si Ameur Bou Etratan"	492	7	"ouest ravin, est oliview sauvage, au-dessus le gourbi du Cheikh, en dessous ravin."	"ANOM GGA 50II 240"	
528	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Ghiem el Hadj Ameur Ben Houech"	493	6	"entouré de haies"	"ANOM GGA 50II 240"	
529	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Tazemourt"	494	13	"en dessous jardin, au-dessus mamelon, ouest lieu appelé Gho Sokra, est ravin"	"ANOM GGA 50II 240"	
530	1853	"Mouzaïa"	25	"El Ksaimia"	110	"Mohamed bou Chenaf"	"Mehta el Hadj Mohamed bin Abrahim"	393	13	"est rivière, ouest ruisseau, au-dessus olivier suavage, en dessous idem"	"ANOM GGA 50II 240"	
517	1853	"Mouzaïa"	25	"Ouenfouf"	111	"Mohamed ben Madani"	"Barone"	395	15	"est ravin, nord chemin, ouest lieu appelé Mazer Sadjel, sud Aïn"	"ANOM GGA 50II 240"	
582	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Aïn Ameur"	403	25	"en venant du sud on trouve des gourbis et de l'est des rochers"	"ANOM GGA 50II 240"	
583	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Machem"	405	15	"à l'est une ferme et au-dessous se trouve un ravin"	"ANOM GGA 50II 240"	
584	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Em Naoury"	406	17	"au pied d'un fort mamelon au-dessus de gourbi et près d'un chemin (à l'est)"	"ANOM GGA 50II 240"	
585	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"El Beida"	526	24	"près de grands arbres, à l'est un un puits, à l'ouest un ravin"	"ANOM GGA 50II 240"	
586	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Sidi Bongor"	409	15	"près d'un marabout, à l'est un jardin et des gourbis"	"ANOM GGA 50II 240"	
587	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"El Ghlana"	527	17	"à l'est un ravin et au-dessus un mamelon"	"ANOM GGA 50II 240"	
588	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"El Djebel"	407	10	"au pied d'un mamelon, à l'est du ravin"	"ANOM GGA 50II 240"	
589	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Tizi Mouaratts"	411	15	"au milieu de grands arbres au-dessous d'un gourbi, à l'est d'une rivière"	"ANOM GGA 50II 240"	
590	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"El Djema"	397	16	"au nord d'un jardin, à l'ouest de figuiers et à l'est d'un rocher"	"ANOM GGA 50II 240"	
591	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Aïn Tolakmin"	528	25	"au nord de gourbi et au-dessous d'un petit jardin à l'ouest et près d'un jardin"	"ANOM GGA 50II 240"	
592	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Aouch el Betesna"	529	10	"à l'ouest et près d'un jardin"	"ANOM GGA 50II 240"	
593	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Sidi Amer"	530	15	"au-dessus de gourbis, à l'est d'un mamelon"	"ANOM GGA 50II 240"	
594	1853	"Hassen Ben Ali"	26	"Oulad Fergan"	112	"Messaoud ben Saïed"	"Ben Kassem"	531	16	"au-dessous d'une ferme, au-dessus un rocher et près d'un jardin"	"ANOM GGA 50II 240"	
609	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"El Gherghour"	427	25	"dans un jardin au-dessus d'un ravin et au pied d'un petit rocher"	"ANOM GGA 50II 240"	
610	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"El Amdia"	422	15	"près d'un chêne vert au pied d'un petit mamelon"	"ANOM GGA 50II 240"	
611	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"Betherabin"	413	20	"il y a deux arbres, au-dessous un ravin et au-dessus des broussailles"	"ANOM GGA 50II 240"	
612	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"Aïn Aïet"	420	12	"une mosquée, au-dessous un ravin"	"ANOM GGA 50II 240"	
613	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"Noury"	541	17	"au-dessus des gourbis"	"ANOM GGA 50II 240"	
614	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"El Gouïa"	415	22	"près du gourbi, lieu appelé Aïn el Djema, à l'est d'un chemin"	"ANOM GGA 50II 240"	
615	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"Dra el Ameur"	414	11	"à l'ouest de ravin et d'un gourbi"	"ANOM GGA 50II 240"	
616	1853	"Hassen Ben Ali"	26	"Oulad Drif"	113	"Mohamed ben Alen"	"Bel Mrana"	542	16	"au-dessus d'un ravin, au nord d'une fontaine et d'un jardin"	"ANOM GGA 50II 240"	
622	1853	"Hassen Ben Ali"	26	"Oulad Brahim"	114	"Sijhir Bou Redimi"	"Tesfaïn"	425	16	"entre deux ravins au-dessus et au-dessous de gourbis"	"ANOM GGA 50II 240"	
623	1853	"Hassen Ben Ali"	26	"Oulad Brahim"	114	"Sijhir Bou Redimi"	"El Djessen"	545	17	"entre des gourbis"	"ANOM GGA 50II 240"	
624	1853	"Hassen Ben Ali"	26	"Oulad Brahim"	114	"Sijhir Bou Redimi"	"Tesouichin"	546	12	"entouré de jardins"	"ANOM GGA 50II 240"	
617	1853	"Hassen Ben Ali"	26	"Oulad Melal"	116	"Salem ben Amor"	"Noutia Ladger"	543	15	"au milieu des chênes verts"	"ANOM GGA 50II 240"	
618	1853	"Hassen Ben Ali"	26	"Oulad Melal"	116	"Salem ben Amor"	"Aïn Blelel"	430	14	"au milieu des gourbis, au-dessus d'une ?ravin?, près d'un chêne vert"	"ANOM GGA 50II 240"	
619	1853	"Hassen Ben Ali"	26	"Oulad Melal"	116	"Salem ben Amor"	"Marset"	431	24	"à la tête de la rivière, près d'un grange"	"ANOM GGA 50II 240"	
620	1853	"Hassen Ben Ali"	26	"Oulad Melal"	116	"Salem ben Amor"	"Marset"	431	26	"dans les arbres, au-dessous d'un ravin, au nord d'un jardin"	"ANOM GGA 50II 240"	
621	1853	"Hassen Ben Ali"	26	"Oulad Melal"	116	"Salem ben Amor"	"Bir Lalhar"	544	25	"à l'est un mamelon, à l'ouest un jardin"	"ANOM GGA 50II 240"	
595	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Mechta ben Medjeber"	439	25	"au pied d'un rocher et près des gourbis"	"ANOM GGA 50II 240"	
596	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Kef el Abous"	440	12	"au pied des gourbis et d'un rocher"	"ANOM GGA 50II 240"	
597	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Aouch ben Chaben"	441	10	"au nord de gourbi au-dessus d'un jardin et au-dessous d'un rocher"	"ANOM GGA 50II 240"	
598	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Aouch el Egeb"	432	15	"au-dessous d'un rocher"	"ANOM GGA 50II 240"	
599	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Aouch el Ghedes"	433	16	"au milieu des gourbis"	"ANOM GGA 50II 240"	
600	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Zekar"	532	20	"au-dessous d'un jardin à l'ouest des gourbis"	"ANOM GGA 50II 240"	
601	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Noueder"	533	25	"?Olives sous des amandiers"	"ANOM GGA 50II 240"	
602	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Aouch Tedjeroni"	534	10	"au-dessous de gourbis entoures d'amandiers"	"ANOM GGA 50II 240"	
603	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Chehbet Chaouch"	535	15	"au-dessous de gourbis"	"ANOM GGA 50II 240"	
604	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Haouch el Heura"	536	10		"ANOM GGA 50II 240"	
605	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Aouch Telemhu"	537	15	"entre des gourbis"	"ANOM GGA 50II 240"	
606	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Haouch bel Hadj Cessen"	538	20	"entre des gourbis"	"ANOM GGA 50II 240"	
607	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Oulad Sidi Ali Ben Mohamed"	539	10	"au-dessus d'un marabout"	"ANOM GGA 50II 240"	
608	1853	"Hassen Ben Ali"	26	"El Kraba"	117	"Taïb ben Zaoni"	"Oulad el Meïza"	540	30	"entre les gourbis, à l'ouest de la rivière"	"ANOM GGA 50II 240"	
460	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Silos du Caïd"	442	35	"Hors de sa ferme, lieu appelé Aicha bent Nisalance el Gada - est chemin, ouest rocher, nord mamelon - au sud gourbi"	"ANOM GGA 50II 240"	
461	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Lenda"	443	70	"Gourbi, du nord jardin de figuiers, est chemin, du sud rocher."	"ANOM GGA 50II 240"	
462	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Dra ben Smouch"	444	90	"du ouest resin de ben Anul, du nord jardin, est mamelon, du sud chemin"	"ANOM GGA 50II 240"	
463	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Kretza"	445	90	"de l'est gourbi, du nord jardin, ouest jardin, sud la rivière Begra"	"ANOM GGA 50II 240"	
464	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"El Meumia"	446	40	"de l'ouest le gourbi de Mdassi, est la maison du cheikh, du nord chemin, du sud mamelon"	"ANOM GGA 50II 240"	
465	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Mechta bel Amar"	447	60	"du nord Aïn Sferfa. Ouest jardin de figuiers. De l'est chemin, sud des arbres (oliviers)"	"ANOM GGA 50II 240"	
466	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Oulad Gerïb el Madjan"	448	87	"Zitouni, de l'ouest amandiers, nord jardin de figuiers, est brusson, sud gourbi -- (?Zoub ben Sadek) de l'ouest chemin"	"ANOM GGA 50II 240"	
467	1853	"Gribs"	27	"Oulad El Madjoub"	118	"Sader ben el Nisso"	"Znounïa"	449	45	"du nord fontaine et peupliers, est jardin, sud ferme"	"ANOM GGA 50II 240"	
468	1853	"Gribs"	27	"Endifa"	119	"Atassa ben Kalf Allah"	"Oued Krit"	450	90	"de l'ouest la plaine, du nord jardin, est gard et peupliers, du sud mehta."	"ANOM GGA 50II 240"	
469	1853	"Gribs"	27	"Endifa"	119	"Atassa ben Kalf Allah"	"Si Abdel Baki"	451	9	"dans sa ferme"	"ANOM GGA 50II 240"	
470	1853	"Gribs"	27	"Endifa"	119	"Atassa ben Kalf Allah"	"Mehta bou Chama"	452	16	"dans sa ferme, du sud jardin, est ravin, nord fleuri et chemin, sud gourbi"	"ANOM GGA 50II 240"	
471	1853	"Gribs"	27	"Endifa"	119	"Atassa ben Kalf Allah"	"Sidi Jakouk"	453	99	"est arbre, nord ravin, ouest ravin, sud mosquée"	"ANOM GGA 50II 240"	
472	1853	"Gribs"	27	"Endifa"	119	"Atassa ben Kalf Allah"	"Dru el Louz (chez le cheick Attassa)"	454	12	"sans sa ferme, ouest oliviers sauvages, nord ravin, est marché du vendredi, sud la plaine"	"ANOM GGA 50II 240"	
473	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Sid el Grebi"	455	63	"ouest la plaine, du nord gourbi, est ravin et peupliers, sud chemin"	"ANOM GGA 50II 240"	
474	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Azeba"	456	51	"de l'ouest mamelon, nord ravin, est jardin, sud jardin"	"ANOM GGA 50II 240"	
475	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Mechager"	457	22	"du sud jardin, est mamelon, nord ravin, ouest gourbi"	"ANOM GGA 50II 240"	
476	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Litou"	458	18	"Ben Souna, de l'ouest rescide el Guetra. Nord oued, est jardin, sud ravin"	"ANOM GGA 50II 240"	
477	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Macheta"	459	84	"du sud gourbi, nord jardin, ouest Nouedr, est mosquée"	"ANOM GGA 50II 240"	
478	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Sidi el Madi"	460	26	"est petit mamelon, nord olivier sauvage, ouest le Chelif, sud idem"	"ANOM GGA 50II 240"	
479	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Cheubet Barkat"	461	25	"ouest eboulement de focerres, sud noueder, est gourbi Mohamed ben Abdallah, nord gourbis"	"ANOM GGA 50II 240"	
480	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Kef Sidi Peudjel"	462	88	"du sud le Chelif, nord rocher, ouest rocher, est la plaine"	"ANOM GGA 50II 240"	
481	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Sous sa ferme/Saffat Arbifi"	463	6	"Si Kouider ben Kerichi (Khalifa fi Bled Amora Beylek)"	"ANOM GGA 50II 240"	
482	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"El Medoues"	464	46		"ANOM GGA 50II 240"	
483	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Sidi Khlifa"	465	52	"de l'ouest noueder, nord jardin, sud cimetière, est marabout"	"ANOM GGA 50II 240"	
484	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Be Saal"	466	57	"du sud gourbi, ouest ravin, est rocher, nord rocher"	"ANOM GGA 50II 240"	
485	1853	"Gribs"	27	"Oulad Magel et Oulad Sidi Mohamed"	120	"Abdelkader bel Arbi"	"Khlifa"	467	20	"nord Dra (montagne), est ferme, sud noueder, ouest olivier"	"ANOM GGA 50II 240"	
486	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Mechta Ouled Aïssa"	468	113	"de l'ouest mamelon, sud ferme, nord jardin, est jardin"	"ANOM GGA 50II 240"	
487	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Renadjee"	469	80	"Mohamed bn Taïb, sud noueder, ouest chemin, nord fermes, est gourbi"	"ANOM GGA 50II 240"	
488	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Matmora Mokrazi"	470	23	"de l'ouest gourbi de Si Brahim, en dessous noueder, est gourbi, sud plaine"	"ANOM GGA 50II 240"	
489	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Ehaïa"	471	29	"est ferme, sud noueder, en est chemin, nord plaine"	"ANOM GGA 50II 240"	
490	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Mehta el Hadj Aïa"	472	10	"sud noueder, ouest jardin, en dessous la plaine, est plaine"	"ANOM GGA 50II 240"	
491	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Mehta Oulad Ameur"	473	104	"sud gourbi Abdelkader bel Arbi, est mehta el Hadj Ahmed bel Djelali, nord noueder, ouest neder."	"ANOM GGA 50II 240"	
492	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"El Oghichta"	474	40	"ouest noueder, nord ferme, sud jardin, est figuier"	"ANOM GGA 50II 240"	
493	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Agha Ameur"	475	50	"dans sa ferme"	"ANOM GGA 50II 240"	
494	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Aïn el Khok"	476	100	"ouest noueder, nord gourbi, ouest jardin, est chemin"	"ANOM GGA 50II 240"	
495	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Metidja"	477	60	"est mamelon, sud peupliers, ouest gourbi au-dessous le chemin"	"ANOM GGA 50II 240"	
496	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Mechta el Bessara"	478	40	"Beseri. Ouest jardin, est noueder, au-dessous la plaine, sud ravin"	"ANOM GGA 50II 240"	
497	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Mnem Ouled ben Sidou"	479	88	"Oulad ben Sidou, ouest chemin, sud jardin, au-dessus d'un jardin, est jardin et ravin"	"ANOM GGA 50II 240"	
498	1853	"Gribs"	27	"Beni Rached"	122	"Salem ben Tassed"	"Eddrak"	480	21	"du sud mamelon, nord ferme, est chemin, ouest jardin"	"ANOM GGA 50II 240"	
558	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"El Oumkaka"	504	10	"du sud un rocher, est rivière, ouest jardin au-dessous un marabout"	"ANOM GGA 50II 240"	
559	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"Oulad Ben Alia"	505	20	"Sidi Zieter, en venant du sud un marabout, est un gourbi au-dessous un rocher, ouest un chemin"	"ANOM GGA 50II 240"	
560	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"Bel Aïn ben Jussef"	506	15	"Si Boudja, en venant du sud un gourbi, est un arbre au-dessous un jardin, ouest un rocher."	"ANOM GGA 50II 240"	
561	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"Amouda ben Amor"	507	8	"Gasa Mehta bel Arbi, du sud un ravin, de l'est un chemin, au-dessous un chemin, de l'ouest un ravin à pic."	"ANOM GGA 50II 240"	
562	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"Raminia"	508	10	"Sidi Nibarck. Du sud un palch ravin, de l'est un gourbi, de l'ouest un ravin"	"ANOM GGA 50II 240"	
563	1853	"Ouamri"	28	"Oulad Dilmi"	124	"Sliman Ben Djloul"	"Caïd Mohemnd Ben Cholabi"	509	50	"Gadet il Geran. Du sud petit rocher eboulement de pierres au-dessous un ravin à pic, à l'ouest un jardin"	"ANOM GGA 50II 240"	
